"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","County"
"585","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-05-26","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820017","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",7,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"586","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-04-27","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820017","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",7,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"587","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-MULTIPLE       -0","Sample","Water","","2005-07-13","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"MDEQCHEM","","21MICH-821163","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",121,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"588","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005LAKES      -0","Sample","Water","","2005-04-14","00:00:00","","","","",3,"ft",NA,NA,NA,NA,NA,"MDEQCHEM","","21MICH-821163","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",93,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"589","21MICH_WQX","Michigan DEQ","21MICH_WQX-821417_4/7/2010","Sample-Routine","Water","","2010-04-07","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-821417","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",94,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"590","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_11/10/2010","Sample-Routine","Water","","2010-11-10","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"591","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_9/9/2010","Sample-Routine","Water","","2010-09-09","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"592","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_7/8/2010","Sample-Routine","Water","","2010-07-08","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"593","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_5/21/2010","Sample-Routine","Water","","2010-05-21","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",138,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"594","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_10/13/2010","Sample-Routine","Water","","2010-10-13","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",6,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"595","21MICH_WQX","Michigan DEQ","21MICH_WQX-821417_6/15/2010","Sample-Routine","Water","","2010-06-15","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-821417","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",82,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"596","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_5/12/2010","Sample-Routine","Water","","2010-05-12","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",15,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"597","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_9/9/2010","Sample-Routine","Water","","2010-09-09","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"598","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_8/4/2010","Sample-Routine","Water","","2010-08-04","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",10,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"599","21MICH_WQX","Michigan DEQ","21MICH_WQX-821417_8/11/2010","Sample-Routine","Water","","2010-08-11","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-821417","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",94,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"600","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_6/23/2010","Sample-Routine","Water","","2010-06-23","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",12,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"601","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_4/14/2010","Sample-Routine","Water","","2010-04-14","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",16,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"602","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_8/4/2010","Sample-Routine","Water","","2010-08-04","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"603","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_7/19/2010","Sample-Routine","Water","","2010-07-19","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",80,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"604","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_10/13/2010","Sample-Routine","Water","","2010-10-13","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"605","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_8/11/2010","Sample-Routine","Water","","2010-08-11","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",68,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"606","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_5/12/2010","Sample-Routine","Water","","2010-05-12","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"607","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_7/8/2010","Sample-Routine","Water","","2010-07-08","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",6,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"608","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_4/14/2010","Sample-Routine","Water","","2010-04-14","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"609","21MICH_WQX","Michigan DEQ","21MICH_WQX-820414_6/23/2010","Sample-Routine","Water","","2010-06-23","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820414","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"610","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_11/8/2010","Sample-Routine","Water","","2010-11-08","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",87,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"611","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_8/23/2010","Sample-Routine","Water","","2010-08-23","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",68,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"612","21MICH_WQX","Michigan DEQ","21MICH_WQX-820017_11/10/2010","Sample-Routine","Water","","2010-11-10","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820017","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",8,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"613","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_6/7/2010","Sample-Routine","Water","","2010-06-07","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",65,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"614","21MICH_WQX","Michigan DEQ","21MICH_WQX-820070_9/13/2010","Sample-Routine","Water","","2010-09-13","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"WCMP","","21MICH_WQX-820070","","","","","MDEQ_SCP","MDEQQAPP","Surface Water Sample Collection QAPP","Van Dorn Bottle","","Chloride","Total",64,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"325.1","USEPA","Chloride by Colorimetric Analysis I","https://www.nemi.gov/methods/method_summary/5771/","","","","",NA,"",NA,"STORET","Wayne"
"615","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0463:1:070819:P","Sample-Routine","Water","","2007-08-19","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_UMW","","NARS_WQX-NLA06608-0463","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""1.1"";SAMPLE_ID_CHEM=""515381"";LAB_ID_CHEM=""0710908"";DATE_FILTERED=""2007-08-21"";DATE_RECEIVED=""2007-08-21"";DATEFILT_ALERT=""N"";DATECHEM=""2007-08-19""","","","","2meterMPCA","NARS_WQX","Integrated water sampler","Water Sampler (Other)","","Chloride","Total",2867.478372,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"CL_HT_ALERT=""Y"";CL_HT=""170"";CL_RL_ALERT=""N"";CL_PPM=""101.662""",NA,NA,NA,NA,NA,NA,"","","","","","","Sample or extract held beyond acceptable holding time.","",NA,"",NA,"STORET","Wayne"
"616","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-TREND          -0","Sample","Water","","2003-10-20","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820017","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",11,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"617","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005LAKES      -0","Sample","Water","","2005-06-15","00:00:00","","","","",3,"ft",NA,NA,NA,NA,NA,"MDEQCHEM","","21MICH-821163","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",108,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"618","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005LAKES      -0","Sample","Water","","2005-08-10","00:00:00","","","","",3,"ft",NA,NA,NA,NA,NA,"MDEQCHEM","","21MICH-821163","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",112,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"619","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-MULTIPLE       -0","Sample","Water","","2005-05-11","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"MDEQCHEM","","21MICH-821163","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",105,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"620","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005LAKES      -0","Sample","Water","","2005-09-14","00:00:00","","","","",3,"ft",NA,NA,NA,NA,NA,"MDEQCHEM","","21MICH-821163","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",125,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"621","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-06-15","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820414","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",7,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"622","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-05-26","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820414","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",7,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"623","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-09-21","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820414","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",6,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"624","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-08-17","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820414","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",6,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"625","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-07-20","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820414","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",7,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"626","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-04-27","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820414","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",6,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"627","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-04-27","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820070","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",256,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"628","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-04-27","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820070","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",258,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
"629","21MICH","Michigan Department of Environmental Quality","21MICH-WATERQUALITY-2005CONV       -0","Sample","Water","","2005-06-14","00:00:00","","","","",NA,"",NA,NA,NA,NA,NA,"WCTMP   ","","21MICH-820070","","","","","GRAB      ","GRAB      ","GRAB      ","WSWB      ","","Chloride","Total",92,"mg/l      ",NA,"",NA,"Actual    ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"MDEQ-EPA","21MICH","","","","","","",NA,"",NA,"STORET","Wayne"
