OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400088,Sample-Composite Without Parents,Water,Surface Water,2013-10-31,04:20:00,EST,2013-11-02,01:30:59,EST,,,,,,,,,U.S. Geological Survey,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300427,Sample-Composite Without Parents,Water,Surface Water,2013-02-27,08:15:00,EST,2013-02-28,12:00:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,13.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300626,Sample-Routine,Water,Surface Water,2013-03-27,12:35:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300832,Sample-Composite Without Parents,Water,Surface Water,2013-04-09,11:20:00,EST,2013-04-09,23:30:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300833,Sample-Composite Without Parents,Water,Surface Water,2013-04-09,23:30:00,EST,2013-04-15,21:15:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,11.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300407,Sample-Composite Without Parents,Water,Surface Water,2013-01-10,22:30:00,EST,2013-01-13,00:40:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,6.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400169,Sample-Routine,Water,Surface Water,2013-12-22,17:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400170,Sample-Routine,Water,Surface Water,2013-12-22,21:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300425,Sample-Routine,Water,Surface Water,2013-02-21,12:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400162,Sample-Composite Without Parents,Water,Surface Water,2013-11-17,17:40:00,EST,2013-11-18,10:15:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400089,Sample-Composite Without Parents,Water,Surface Water,2013-11-02,01:30:00,EST,2013-11-06,10:45:59,EST,,,,,,,,,U.S. Geological Survey,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,9.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01301034,Sample-Composite Without Parents,Water,Surface Water,2013-07-23,12:25:00,EST,2013-07-24,07:45:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,2.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300410,Sample-Routine,Water,Surface Water,2013-01-28,14:08:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,31.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300423,Sample-Composite Without Parents,Water,Surface Water,2013-02-10,21:40:00,EST,2013-02-13,02:00:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.4,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300849,Sample-Composite Without Parents,Water,Surface Water,2013-04-18,09:05:00,EST,2013-04-23,21:45:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300852,Sample-Routine,Water,Surface Water,2013-05-22,12:03:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,12.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300406,Sample-Composite Without Parents,Water,Surface Water,2013-01-09,13:00:00,EST,2013-01-10,22:30:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300408,Sample-Composite Without Parents,Water,Surface Water,2013-01-13,00:40:00,EST,2013-01-14,13:25:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400092,Sample-Routine,Water,Surface Water,2013-11-01,09:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01301035,Sample-Routine,Water,Surface Water,2013-07-24,09:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.4,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400091,Sample-Routine,Water,Surface Water,2013-11-07,09:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,13.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300864,Sample-Composite Without Parents,Water,Surface Water,2013-06-10,03:25:00,EST,2013-06-11,15:15:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400168,Sample-Routine,Water,Surface Water,2013-12-22,11:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,25.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300412,Sample-Composite Without Parents,Water,Surface Water,2013-01-28,12:30:00,EST,2013-02-01,00:35:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,11.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300854,Sample-Composite Without Parents,Water,Surface Water,2013-05-28,10:15:00,EST,2013-05-31,01:50:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300426,Sample-Routine,Water,Surface Water,2013-02-19,09:52:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,4.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01301033,Sample-Composite Without Parents,Water,Surface Water,2013-06-27,15:15:00,EST,2013-06-29,17:45:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300428,Sample-Routine,Water,Surface Water,2013-02-25,20:10:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300834,Sample-Composite Without Parents,Water,Surface Water,2013-04-10,02:15:00,EST,2013-04-14,05:45:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300850,Sample-Composite Without Parents,Water,Surface Water,2013-04-18,02:15:00,EST,2013-04-20,21:30:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01301020,Sample-Composite Without Parents,Water,Surface Water,2013-06-13,01:56:00,EST,2013-06-13,14:30:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,3.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
21MICH_WQX,Michigan DEQ,21MICH_WQX-250486_11/7/2011,Sample-Routine,Water,,2011-11-07,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250486,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,76,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250486_9/13/2011,Sample-Routine,Water,,2011-09-13,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250486,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,83,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250486_5/19/2011,Sample-Routine,Water,,2011-05-19,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250486,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,20,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250486_7/11/2011,Sample-Routine,Water,,2011-07-11,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250486,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,79,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-QWCH:0502:1:070818:P,Sample-Routine,Water,,2007-08-18,00:00:00,,,,,,,,,,,,NARS_NLA2007;NARS_NLA2007_ECOREGION_UMW,,NARS_WQX-NLA06608-0502,"VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""515731"";LAB_ID_CHEM=""0710904"";DATE_FILTERED=""2007-08-21"";DATE_RECEIVED=""2007-08-21"";DATEFILT_ALERT=""N"";DATECHEM=""2007-08-18""",,,,2meterMPCA,NARS_WQX,Integrated water sampler,Water Sampler (Other),,Chloride,Total,2598.590574,ueq/L,,Final,,Actual,,,,,,"CL_HT_ALERT=""Y"";CL_HT=""171"";CL_RL_ALERT=""N"";CL_PPM=""92.129""",,,,,,,,,,,,,Sample or extract held beyond acceptable holding time.,,,,,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-LAKE2003       -0,Sample,Water,,2003-04-14,11:06:00,EDT,,,,,,,,,,,LWQA    ,,21MICH-250444,,,,,GRAB      ,GRAB      ,GRAB      ,WSWB      ,,Chloride,Total,48,mg/l      ,,,,Actual    ,,,,,,,,,,,,,MDEQ-EPA,21MICH,,,,,,,,,,STORET
21MICH,Michigan Department of Environmental Quality,21MICH-WATERQUALITY-LAKE2003       -0,Sample,Water,,2003-04-23,08:45:00,EDT,,,,,,,,,,,LWQA    ,,21MICH-250417,,,,,GRAB      ,GRAB      ,GRAB      ,WSWB      ,,Chloride,Total,166,mg/l      ,,,,Actual    ,,,,,,,,,,,,,MDEQ-EPA,21MICH,,,,,,,,,,STORET
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00300252,Sample-Routine,Water,Surface Water,2003-04-23,09:00:00,EST,,,,2,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430001083401006,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,166,mg/l,,Accepted,,Actual,,,,,,"""Units = mg/L, State Remark Code = , EPA Method = 325""",00940,,,,,,,,,,,,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00300174,Sample-Routine,Water,Surface Water,2003-04-14,11:05:00,EST,,,,7.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430645083274606,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,48.0,mg/l,,Accepted,,Actual,,,,,,"""Units = mg/L, State Remark Code = , EPA Method = 325""",00940,,,,,,,,,,,,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700445,Sample-Routine,Water,Groundwater,1997-08-28,16:15:00,EDT,,,,,,,,,,,,,USGS-424929083470901,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,16.1,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700447,Sample-Routine,Water,Groundwater,1997-08-27,07:30:00,EDT,,,,,,,,,,,,,USGS-425435083315601,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.40,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700446,Sample-Routine,Water,Groundwater,1997-08-28,12:30:00,EDT,,,,,,,,,,,,,USGS-425447083373801,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,0.47,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700448,Sample-Routine,Water,Groundwater,1997-08-27,12:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-425501083315501,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,109,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700417,Sample-Routine,Water,Groundwater,1997-08-27,15:15:00,EDT,,,,,,,,,,,,,USGS-425556083315301,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.4,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700452,Sample-Routine,Water,Groundwater,1997-08-26,09:30:00,EDT,,,,,,,,,,,,,USGS-425928083332301,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,64.6,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700418,Sample-Routine,Water,Groundwater,1997-08-28,09:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430710083400801,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.88,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700450,Sample-Routine,Water,Groundwater,1997-08-26,17:00:00,EDT,,,,,,,,,,,,,USGS-430953083314801,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,4.01,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99700449,Sample-Routine,Water,Groundwater,1997-08-26,13:30:00,EDT,,,,,,,,,,,,,USGS-431000083315101,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1.86,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300387,Sample-Composite Without Parents,Water,Surface Water,2012-12-09,16:00:00,EST,2012-12-10,20:15:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,17.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300386,Sample-Routine,Water,Surface Water,2012-12-04,12:03:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,13.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300388,Sample-Routine,Water,Surface Water,2012-12-08,12:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,16.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300393,Sample-Composite Without Parents,Water,Surface Water,2012-12-20,12:45:00,EST,2012-12-22,13:30:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200830,Sample-Routine,Water,Surface Water,2012-05-04,00:37:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,2.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200846,Sample-Composite Without Parents,Water,Surface Water,2012-07-31,03:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200832,Sample-Routine,Water,Surface Water,2012-05-04,06:47:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200834,Sample-Routine,Water,Surface Water,2012-05-05,12:52:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
